Cases,Deaths,Date,Region,Year,Town,Num_Month,Month
122,0,22/11/2020,REGION III-CENTRAL LUZON,2020,Tarlac,11,November
144,0,29/11/2020,REGION III-CENTRAL LUZON,2020,Tarlac,11,November
129,0,06/12/2020,REGION III-CENTRAL LUZON,2020,Tarlac,12,December
103,0,13/12/2020,REGION III-CENTRAL LUZON,2020,Tarlac,12,December
35,0,20/12/2020,REGION III-CENTRAL LUZON,2020,Tarlac,12,December
148,0,27/12/2020,REGION III-CENTRAL LUZON,2020,Tarlac,12,December
5,0,05/01/2020,REGION III-CENTRAL LUZON,2020,Zambales,01,January
12,0,12/01/2020,REGION III-CENTRAL LUZON,2020,Zambales,01,January
29,0,19/01/2020,REGION III-CENTRAL LUZON,2020,Zambales,01,January
15,0,26/01/2020,REGION III-CENTRAL LUZON,2020,Zambales,01,January
22,0,02/02/2020,REGION III-CENTRAL LUZON,2020,Zambales,02,February
14,0,09/02/2020,REGION III-CENTRAL LUZON,2020,Zambales,02,February
10,1,16/02/2020,REGION III-CENTRAL LUZON,2020,Zambales,02,February
15,0,23/02/2020,REGION III-CENTRAL LUZON,2020,Zambales,02,February
17,0,01/03/2020,REGION III-CENTRAL LUZON,2020,Zambales,03,March
13,0,08/03/2020,REGION III-CENTRAL LUZON,2020,Zambales,03,March
9,0,15/03/2020,REGION III-CENTRAL LUZON,2020,Zambales,03,March
1,0,22/03/2020,REGION III-CENTRAL LUZON,2020,Zambales,03,March
1,0,29/03/2020,REGION III-CENTRAL LUZON,2020,Zambales,03,March
0,0,05/04/2020,REGION III-CENTRAL LUZON,2020,Zambales,04,April
0,0,12/04/2020,REGION III-CENTRAL LUZON,2020,Zambales,04,April
0,0,19/04/2020,REGION III-CENTRAL LUZON,2020,Zambales,04,April
0,0,26/04/2020,REGION III-CENTRAL LUZON,2020,Zambales,04,April
0,0,03/05/2020,REGION III-CENTRAL LUZON,2020,Zambales,05,May
0,0,10/05/2020,REGION III-CENTRAL LUZON,2020,Zambales,05,May
0,0,17/05/2020,REGION III-CENTRAL LUZON,2020,Zambales,05,May
3,0,24/05/2020,REGION III-CENTRAL LUZON,2020,Zambales,05,May
0,0,31/05/2020,REGION III-CENTRAL LUZON,2020,Zambales,05,May
0,0,07/06/2020,REGION III-CENTRAL LUZON,2020,Zambales,06,June
7,0,14/06/2020,REGION III-CENTRAL LUZON,2020,Zambales,06,June
11,0,21/06/2020,REGION III-CENTRAL LUZON,2020,Zambales,06,June
15,0,28/06/2020,REGION III-CENTRAL LUZON,2020,Zambales,06,June
10,1,05/07/2020,REGION III-CENTRAL LUZON,2020,Zambales,07,July
10,0,12/07/2020,REGION III-CENTRAL LUZON,2020,Zambales,07,July
16,0,19/07/2020,REGION III-CENTRAL LUZON,2020,Zambales,07,July
20,0,26/07/2020,REGION III-CENTRAL LUZON,2020,Zambales,07,July
15,0,02/08/2020,REGION III-CENTRAL LUZON,2020,Zambales,08,August
26,0,09/08/2020,REGION III-CENTRAL LUZON,2020,Zambales,08,August
28,0,16/08/2020,REGION III-CENTRAL LUZON,2020,Zambales,08,August
1,0,23/08/2020,REGION III-CENTRAL LUZON,2020,Zambales,08,August
21,0,30/08/2020,REGION III-CENTRAL LUZON,2020,Zambales,08,August
21,0,06/09/2020,REGION III-CENTRAL LUZON,2020,Zambales,09,September
0,0,13/09/2020,REGION III-CENTRAL LUZON,2020,Zambales,09,September
0,0,20/09/2020,REGION III-CENTRAL LUZON,2020,Zambales,09,September
1,0,27/09/2020,REGION III-CENTRAL LUZON,2020,Zambales,09,September
10,0,04/10/2020,REGION III-CENTRAL LUZON,2020,Zambales,10,October
17,0,11/10/2020,REGION III-CENTRAL LUZON,2020,Zambales,10,October
11,0,18/10/2020,REGION III-CENTRAL LUZON,2020,Zambales,10,October
13,0,25/10/2020,REGION III-CENTRAL LUZON,2020,Zambales,10,October
3,0,01/11/2020,REGION III-CENTRAL LUZON,2020,Zambales,11,November
19,0,08/11/2020,REGION III-CENTRAL LUZON,2020,Zambales,11,November
13,0,15/11/2020,REGION III-CENTRAL LUZON,2020,Zambales,11,November
12,0,22/11/2020,REGION III-CENTRAL LUZON,2020,Zambales,11,November
25,0,29/11/2020,REGION III-CENTRAL LUZON,2020,Zambales,11,November
5,0,06/12/2020,REGION III-CENTRAL LUZON,2020,Zambales,12,December
8,0,13/12/2020,REGION III-CENTRAL LUZON,2020,Zambales,12,December
19,0,20/12/2020,REGION III-CENTRAL LUZON,2020,Zambales,12,December
19,0,27/12/2020,REGION III-CENTRAL LUZON,2020,Zambales,12,December
19,0,03/01/2021,REGION III-CENTRAL LUZON,2021,Angeles City,01,January
11,1,10/01/2021,REGION III-CENTRAL LUZON,2021,Angeles City,01,January
1,0,03/01/2021,REGION III-CENTRAL LUZON,2021,Aurora,01,January
1,0,10/01/2021,REGION III-CENTRAL LUZON,2021,Aurora,01,January
21,0,03/01/2021,REGION III-CENTRAL LUZON,2021,Bataan,01,January
8,0,10/01/2021,REGION III-CENTRAL LUZON,2021,Bataan,01,January
74,1,03/01/2021,REGION III-CENTRAL LUZON,2021,Bulacan,01,January
37,0,10/01/2021,REGION III-CENTRAL LUZON,2021,Bulacan,01,January
150,0,03/01/2021,REGION III-CENTRAL LUZON,2021,Nueva Ecija,01,January
92,0,10/01/2021,REGION III-CENTRAL LUZON,2021,Nueva Ecija,01,January
1,0,03/01/2021,REGION III-CENTRAL LUZON,2021,Olongapo City,01,January
0,0,10/01/2021,REGION III-CENTRAL LUZON,2021,Olongapo City,01,January
207,0,03/01/2021,REGION III-CENTRAL LUZON,2021,Pampanga,01,January
184,0,10/01/2021,REGION III-CENTRAL LUZON,2021,Pampanga,01,January
158,1,03/01/2021,REGION III-CENTRAL LUZON,2021,Tarlac,01,January
115,0,10/01/2021,REGION III-CENTRAL LUZON,2021,Tarlac,01,January
7,0,03/01/2021,REGION III-CENTRAL LUZON,2021,Zambales,01,January
8,0,10/01/2021,REGION III-CENTRAL LUZON,2021,Zambales,01,January
3,0,10/01/2016,Region I-ILOCOS REGION,2016,Dagupan City,01,January
6,0,17/01/2016,Region I-ILOCOS REGION,2016,Dagupan City,01,January
8,0,24/01/2016,Region I-ILOCOS REGION,2016,Dagupan City,01,January
8,0,31/01/2016,Region I-ILOCOS REGION,2016,Dagupan City,01,January
6,0,07/02/2016,Region I-ILOCOS REGION,2016,Dagupan City,02,February
4,0,14/02/2016,Region I-ILOCOS REGION,2016,Dagupan City,02,February
2,0,21/02/2016,Region I-ILOCOS REGION,2016,Dagupan City,02,February
4,0,28/02/2016,Region I-ILOCOS REGION,2016,Dagupan City,02,February
2,0,06/03/2016,Region I-ILOCOS REGION,2016,Dagupan City,03,March
7,0,13/03/2016,Region I-ILOCOS REGION,2016,Dagupan City,03,March
3,0,20/03/2016,Region I-ILOCOS REGION,2016,Dagupan City,03,March
1,0,27/03/2016,Region I-ILOCOS REGION,2016,Dagupan City,03,March
5,0,03/04/2016,Region I-ILOCOS REGION,2016,Dagupan City,04,April
3,0,10/04/2016,Region I-ILOCOS REGION,2016,Dagupan City,04,April
4,0,17/04/2016,Region I-ILOCOS REGION,2016,Dagupan City,04,April
6,0,24/04/2016,Region I-ILOCOS REGION,2016,Dagupan City,04,April
4,0,01/05/2016,Region I-ILOCOS REGION,2016,Dagupan City,05,May
5,1,08/05/2016,Region I-ILOCOS REGION,2016,Dagupan City,05,May
2,0,15/05/2016,Region I-ILOCOS REGION,2016,Dagupan City,05,May
3,0,22/05/2016,Region I-ILOCOS REGION,2016,Dagupan City,05,May
8,0,29/05/2016,Region I-ILOCOS REGION,2016,Dagupan City,05,May
18,0,05/06/2016,Region I-ILOCOS REGION,2016,Dagupan City,06,June
5,0,12/06/2016,Region I-ILOCOS REGION,2016,Dagupan City,06,June
5,0,19/06/2016,Region I-ILOCOS REGION,2016,Dagupan City,06,June
9,0,26/06/2016,Region I-ILOCOS REGION,2016,Dagupan City,06,June
17,0,03/07/2016,Region I-ILOCOS REGION,2016,Dagupan City,07,July
4,0,10/07/2016,Region I-ILOCOS REGION,2016,Dagupan City,07,July
10,0,17/07/2016,Region I-ILOCOS REGION,2016,Dagupan City,07,July
8,0,24/07/2016,Region I-ILOCOS REGION,2016,Dagupan City,07,July
16,0,31/07/2016,Region I-ILOCOS REGION,2016,Dagupan City,07,July
19,0,07/08/2016,Region I-ILOCOS REGION,2016,Dagupan City,08,August
14,0,14/08/2016,Region I-ILOCOS REGION,2016,Dagupan City,08,August
29,0,21/08/2016,Region I-ILOCOS REGION,2016,Dagupan City,08,August
22,2,28/08/2016,Region I-ILOCOS REGION,2016,Dagupan City,08,August
21,0,04/09/2016,Region I-ILOCOS REGION,2016,Dagupan City,09,September
36,1,11/09/2016,Region I-ILOCOS REGION,2016,Dagupan City,09,September
33,0,18/09/2016,Region I-ILOCOS REGION,2016,Dagupan City,09,September
5,0,25/09/2016,Region I-ILOCOS REGION,2016,Dagupan City,09,September
29,0,02/10/2016,Region I-ILOCOS REGION,2016,Dagupan City,10,October
18,0,09/10/2016,Region I-ILOCOS REGION,2016,Dagupan City,10,October
27,0,16/10/2016,Region I-ILOCOS REGION,2016,Dagupan City,10,October
32,0,23/10/2016,Region I-ILOCOS REGION,2016,Dagupan City,10,October
27,0,30/10/2016,Region I-ILOCOS REGION,2016,Dagupan City,10,October
7,0,06/11/2016,Region I-ILOCOS REGION,2016,Dagupan City,11,November
27,0,13/11/2016,Region I-ILOCOS REGION,2016,Dagupan City,11,November
31,0,20/11/2016,Region I-ILOCOS REGION,2016,Dagupan City,11,November
17,0,27/11/2016,Region I-ILOCOS REGION,2016,Dagupan City,11,November
4,0,04/12/2016,Region I-ILOCOS REGION,2016,Dagupan City,12,December
5,0,11/12/2016,Region I-ILOCOS REGION,2016,Dagupan City,12,December
2,0,18/12/2016,Region I-ILOCOS REGION,2016,Dagupan City,12,December
2,0,25/12/2016,Region I-ILOCOS REGION,2016,Dagupan City,12,December
32,0,10/01/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,01,January
9,0,17/01/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,01,January
11,0,24/01/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,01,January
23,0,31/01/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,01,January
14,0,07/02/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,02,February
18,0,14/02/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,02,February
12,0,21/02/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,02,February
12,0,28/02/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,02,February
10,0,06/03/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,03,March
17,0,13/03/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,03,March
8,0,20/03/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,03,March
12,0,27/03/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,03,March
10,0,03/04/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,04,April
11,0,10/04/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,04,April
10,0,17/04/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,04,April
5,0,24/04/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,04,April
5,0,01/05/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,05,May
5,0,08/05/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,05,May
5,0,15/05/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,05,May
1,0,22/05/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,05,May
1,0,29/05/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,05,May
6,0,05/06/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,06,June
11,0,12/06/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,06,June
9,0,19/06/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,06,June
16,0,26/06/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,06,June
19,0,03/07/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,07,July
36,0,10/07/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,07,July
38,0,17/07/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,07,July
41,0,24/07/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,07,July
65,0,31/07/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,07,July
47,0,07/08/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,08,August
43,0,14/08/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,08,August
32,0,21/08/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,08,August
34,0,28/08/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,08,August
40,0,04/09/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,09,September
15,0,11/09/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,09,September
18,0,18/09/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,09,September
30,0,25/09/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,09,September
21,0,02/10/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,10,October
20,0,09/10/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,10,October
11,0,16/10/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,10,October
4,0,23/10/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,10,October
6,0,30/10/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,10,October
7,0,06/11/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,11,November
9,0,13/11/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,11,November
4,0,20/11/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,11,November
10,0,27/11/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,11,November
9,0,04/12/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,12,December
5,0,11/12/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,12,December
3,0,18/12/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,12,December
10,0,25/12/2016,Region I-ILOCOS REGION,2016,Ilocos Norte,12,December
48,0,10/01/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,01,January
33,0,17/01/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,01,January
35,0,24/01/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,01,January
34,0,31/01/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,01,January
24,0,07/02/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,02,February
19,0,14/02/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,02,February
35,0,21/02/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,02,February
23,0,28/02/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,02,February
16,0,06/03/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,03,March
16,0,13/03/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,03,March
15,0,20/03/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,03,March
11,0,27/03/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,03,March
12,0,03/04/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,04,April
13,0,10/04/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,04,April
17,0,17/04/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,04,April
15,0,24/04/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,04,April
24,0,01/05/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,05,May
11,0,08/05/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,05,May
20,0,15/05/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,05,May
17,0,22/05/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,05,May
13,0,29/05/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,05,May
11,0,05/06/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,06,June
17,0,12/06/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,06,June
28,0,19/06/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,06,June
35,0,26/06/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,06,June
39,0,03/07/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,07,July
54,0,10/07/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,07,July
59,0,17/07/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,07,July
70,0,24/07/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,07,July
84,0,31/07/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,07,July
72,0,07/08/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,08,August
80,0,14/08/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,08,August
69,0,21/08/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,08,August
38,0,28/08/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,08,August
29,0,04/09/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,09,September
29,0,11/09/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,09,September
28,0,18/09/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,09,September
32,0,25/09/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,09,September
19,0,02/10/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,10,October
19,1,09/10/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,10,October
11,0,16/10/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,10,October
6,0,23/10/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,10,October
18,1,30/10/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,10,October
20,0,06/11/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,11,November
11,0,13/11/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,11,November
15,0,20/11/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,11,November
11,0,27/11/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,11,November
10,0,04/12/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,12,December
8,0,11/12/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,12,December
10,0,18/12/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,12,December
8,0,25/12/2016,Region I-ILOCOS REGION,2016,Ilocos Sur,12,December
33,0,10/01/2016,Region I-ILOCOS REGION,2016,La Union,01,January
35,0,17/01/2016,Region I-ILOCOS REGION,2016,La Union,01,January
38,0,24/01/2016,Region I-ILOCOS REGION,2016,La Union,01,January
19,0,31/01/2016,Region I-ILOCOS REGION,2016,La Union,01,January
29,0,07/02/2016,Region I-ILOCOS REGION,2016,La Union,02,February
16,0,14/02/2016,Region I-ILOCOS REGION,2016,La Union,02,February
13,0,21/02/2016,Region I-ILOCOS REGION,2016,La Union,02,February
14,0,28/02/2016,Region I-ILOCOS REGION,2016,La Union,02,February
15,0,06/03/2016,Region I-ILOCOS REGION,2016,La Union,03,March
16,0,13/03/2016,Region I-ILOCOS REGION,2016,La Union,03,March
16,0,20/03/2016,Region I-ILOCOS REGION,2016,La Union,03,March
19,0,27/03/2016,Region I-ILOCOS REGION,2016,La Union,03,March
17,0,03/04/2016,Region I-ILOCOS REGION,2016,La Union,04,April
19,0,10/04/2016,Region I-ILOCOS REGION,2016,La Union,04,April
14,0,17/04/2016,Region I-ILOCOS REGION,2016,La Union,04,April
11,0,24/04/2016,Region I-ILOCOS REGION,2016,La Union,04,April
15,0,01/05/2016,Region I-ILOCOS REGION,2016,La Union,05,May
10,0,08/05/2016,Region I-ILOCOS REGION,2016,La Union,05,May
11,0,15/05/2016,Region I-ILOCOS REGION,2016,La Union,05,May
12,0,22/05/2016,Region I-ILOCOS REGION,2016,La Union,05,May
14,0,29/05/2016,Region I-ILOCOS REGION,2016,La Union,05,May
18,0,05/06/2016,Region I-ILOCOS REGION,2016,La Union,06,June
16,0,12/06/2016,Region I-ILOCOS REGION,2016,La Union,06,June
22,0,19/06/2016,Region I-ILOCOS REGION,2016,La Union,06,June
38,0,26/06/2016,Region I-ILOCOS REGION,2016,La Union,06,June
25,0,03/07/2016,Region I-ILOCOS REGION,2016,La Union,07,July
45,0,10/07/2016,Region I-ILOCOS REGION,2016,La Union,07,July
46,0,17/07/2016,Region I-ILOCOS REGION,2016,La Union,07,July
90,0,24/07/2016,Region I-ILOCOS REGION,2016,La Union,07,July
82,0,31/07/2016,Region I-ILOCOS REGION,2016,La Union,07,July
118,0,07/08/2016,Region I-ILOCOS REGION,2016,La Union,08,August
106,0,14/08/2016,Region I-ILOCOS REGION,2016,La Union,08,August
97,0,21/08/2016,Region I-ILOCOS REGION,2016,La Union,08,August
113,0,28/08/2016,Region I-ILOCOS REGION,2016,La Union,08,August
116,0,04/09/2016,Region I-ILOCOS REGION,2016,La Union,09,September
118,0,11/09/2016,Region I-ILOCOS REGION,2016,La Union,09,September
78,0,18/09/2016,Region I-ILOCOS REGION,2016,La Union,09,September
93,0,25/09/2016,Region I-ILOCOS REGION,2016,La Union,09,September
67,1,02/10/2016,Region I-ILOCOS REGION,2016,La Union,10,October
55,0,09/10/2016,Region I-ILOCOS REGION,2016,La Union,10,October
50,0,16/10/2016,Region I-ILOCOS REGION,2016,La Union,10,October
41,0,23/10/2016,Region I-ILOCOS REGION,2016,La Union,10,October
22,0,30/10/2016,Region I-ILOCOS REGION,2016,La Union,10,October
30,0,06/11/2016,Region I-ILOCOS REGION,2016,La Union,11,November
39,0,13/11/2016,Region I-ILOCOS REGION,2016,La Union,11,November
20,0,20/11/2016,Region I-ILOCOS REGION,2016,La Union,11,November
15,0,27/11/2016,Region I-ILOCOS REGION,2016,La Union,11,November
14,0,04/12/2016,Region I-ILOCOS REGION,2016,La Union,12,December
15,0,11/12/2016,Region I-ILOCOS REGION,2016,La Union,12,December
16,0,18/12/2016,Region I-ILOCOS REGION,2016,La Union,12,December
2,0,25/12/2016,Region I-ILOCOS REGION,2016,La Union,12,December
94,0,10/01/2016,Region I-ILOCOS REGION,2016,Pangasinan,01,January
84,1,17/01/2016,Region I-ILOCOS REGION,2016,Pangasinan,01,January
63,0,24/01/2016,Region I-ILOCOS REGION,2016,Pangasinan,01,January
89,0,31/01/2016,Region I-ILOCOS REGION,2016,Pangasinan,01,January
46,0,07/02/2016,Region I-ILOCOS REGION,2016,Pangasinan,02,February
37,0,14/02/2016,Region I-ILOCOS REGION,2016,Pangasinan,02,February
27,0,21/02/2016,Region I-ILOCOS REGION,2016,Pangasinan,02,February
19,0,28/02/2016,Region I-ILOCOS REGION,2016,Pangasinan,02,February
26,0,06/03/2016,Region I-ILOCOS REGION,2016,Pangasinan,03,March
24,0,13/03/2016,Region I-ILOCOS REGION,2016,Pangasinan,03,March
27,0,20/03/2016,Region I-ILOCOS REGION,2016,Pangasinan,03,March
15,0,27/03/2016,Region I-ILOCOS REGION,2016,Pangasinan,03,March
12,0,03/04/2016,Region I-ILOCOS REGION,2016,Pangasinan,04,April
27,1,10/04/2016,Region I-ILOCOS REGION,2016,Pangasinan,04,April
17,1,17/04/2016,Region I-ILOCOS REGION,2016,Pangasinan,04,April
12,0,24/04/2016,Region I-ILOCOS REGION,2016,Pangasinan,04,April
11,0,01/05/2016,Region I-ILOCOS REGION,2016,Pangasinan,05,May
16,0,08/05/2016,Region I-ILOCOS REGION,2016,Pangasinan,05,May
7,0,15/05/2016,Region I-ILOCOS REGION,2016,Pangasinan,05,May
13,0,22/05/2016,Region I-ILOCOS REGION,2016,Pangasinan,05,May
10,0,29/05/2016,Region I-ILOCOS REGION,2016,Pangasinan,05,May
11,0,05/06/2016,Region I-ILOCOS REGION,2016,Pangasinan,06,June
22,0,12/06/2016,Region I-ILOCOS REGION,2016,Pangasinan,06,June
18,0,19/06/2016,Region I-ILOCOS REGION,2016,Pangasinan,06,June
30,1,26/06/2016,Region I-ILOCOS REGION,2016,Pangasinan,06,June
38,0,03/07/2016,Region I-ILOCOS REGION,2016,Pangasinan,07,July
49,1,10/07/2016,Region I-ILOCOS REGION,2016,Pangasinan,07,July
88,0,17/07/2016,Region I-ILOCOS REGION,2016,Pangasinan,07,July
96,0,24/07/2016,Region I-ILOCOS REGION,2016,Pangasinan,07,July
176,1,31/07/2016,Region I-ILOCOS REGION,2016,Pangasinan,07,July
160,0,07/08/2016,Region I-ILOCOS REGION,2016,Pangasinan,08,August
184,1,14/08/2016,Region I-ILOCOS REGION,2016,Pangasinan,08,August
143,0,21/08/2016,Region I-ILOCOS REGION,2016,Pangasinan,08,August
178,0,28/08/2016,Region I-ILOCOS REGION,2016,Pangasinan,08,August
151,2,04/09/2016,Region I-ILOCOS REGION,2016,Pangasinan,09,September
222,0,11/09/2016,Region I-ILOCOS REGION,2016,Pangasinan,09,September
189,0,18/09/2016,Region I-ILOCOS REGION,2016,Pangasinan,09,September
132,0,25/09/2016,Region I-ILOCOS REGION,2016,Pangasinan,09,September
119,0,02/10/2016,Region I-ILOCOS REGION,2016,Pangasinan,10,October
126,0,09/10/2016,Region I-ILOCOS REGION,2016,Pangasinan,10,October
94,0,16/10/2016,Region I-ILOCOS REGION,2016,Pangasinan,10,October
71,2,23/10/2016,Region I-ILOCOS REGION,2016,Pangasinan,10,October
87,1,30/10/2016,Region I-ILOCOS REGION,2016,Pangasinan,10,October
68,0,06/11/2016,Region I-ILOCOS REGION,2016,Pangasinan,11,November
105,0,13/11/2016,Region I-ILOCOS REGION,2016,Pangasinan,11,November
61,1,20/11/2016,Region I-ILOCOS REGION,2016,Pangasinan,11,November
48,0,27/11/2016,Region I-ILOCOS REGION,2016,Pangasinan,11,November
36,0,04/12/2016,Region I-ILOCOS REGION,2016,Pangasinan,12,December
40,1,11/12/2016,Region I-ILOCOS REGION,2016,Pangasinan,12,December
20,0,18/12/2016,Region I-ILOCOS REGION,2016,Pangasinan,12,December
16,0,25/12/2016,Region I-ILOCOS REGION,2016,Pangasinan,12,December
3,0,01/01/2017,Region I-ILOCOS REGION,2017,Dagupan City,01,January
6,0,08/01/2017,Region I-ILOCOS REGION,2017,Dagupan City,01,January
4,0,15/01/2017,Region I-ILOCOS REGION,2017,Dagupan City,01,January
3,0,22/01/2017,Region I-ILOCOS REGION,2017,Dagupan City,01,January
7,0,29/01/2017,Region I-ILOCOS REGION,2017,Dagupan City,01,January
2,0,05/02/2017,Region I-ILOCOS REGION,2017,Dagupan City,02,February
4,0,12/02/2017,Region I-ILOCOS REGION,2017,Dagupan City,02,February
4,0,19/02/2017,Region I-ILOCOS REGION,2017,Dagupan City,02,February
2,0,26/02/2017,Region I-ILOCOS REGION,2017,Dagupan City,02,February
3,1,05/03/2017,Region I-ILOCOS REGION,2017,Dagupan City,03,March
6,0,12/03/2017,Region I-ILOCOS REGION,2017,Dagupan City,03,March
2,0,19/03/2017,Region I-ILOCOS REGION,2017,Dagupan City,03,March
1,0,26/03/2017,Region I-ILOCOS REGION,2017,Dagupan City,03,March
4,0,02/04/2017,Region I-ILOCOS REGION,2017,Dagupan City,04,April
3,0,09/04/2017,Region I-ILOCOS REGION,2017,Dagupan City,04,April
0,0,16/04/2017,Region I-ILOCOS REGION,2017,Dagupan City,04,April
3,0,23/04/2017,Region I-ILOCOS REGION,2017,Dagupan City,04,April
3,0,30/04/2017,Region I-ILOCOS REGION,2017,Dagupan City,04,April
4,0,07/05/2017,Region I-ILOCOS REGION,2017,Dagupan City,05,May
2,0,14/05/2017,Region I-ILOCOS REGION,2017,Dagupan City,05,May
5,0,21/05/2017,Region I-ILOCOS REGION,2017,Dagupan City,05,May
4,0,28/05/2017,Region I-ILOCOS REGION,2017,Dagupan City,05,May
2,0,04/06/2017,Region I-ILOCOS REGION,2017,Dagupan City,06,June
6,0,11/06/2017,Region I-ILOCOS REGION,2017,Dagupan City,06,June
10,0,18/06/2017,Region I-ILOCOS REGION,2017,Dagupan City,06,June
